Neuron_ID,X,Y,Z,Cluster_Number
1.0,2470.04847,194.4322473440811,2.152336134453771,3
2.0,1558.59147,203.54625893833492,2.2532268907562916,9
3.0,1968.74712,200.50825507358363,2.219596638655451,9
4.0,1443.1402500000002,206.58426280308618,2.286857142857131,9
5.0,2819.44032,215.69827439734,2.3877478991596517,11
6.0,2266.48974,218.73627826209125,2.421378151260492,1
7.0,1102.8629700000001,227.85028985634506,2.5222689075630123,9
8.0,2427.51381,224.81228599159377,2.4886386554621724,1
9.0,2160.1530900000002,233.92629758584755,2.5895294117646928,1
10.0,2327.25354,233.92629758584755,2.5895294117646928,1
12.0,2208.76413,243.0403091801014,2.6904201680672135,1
13.0,2476.12485,252.1543207743552,2.791310924369734,3
14.0,2676.64539,252.1543207743552,2.791310924369734,1
15.0,1689.2336400000002,249.1163169096039,2.7576806722688936,6
16.0,1534.2859500000002,252.1543207743552,2.791310924369734,9
17.0,2524.73589,249.1163169096039,2.7576806722688936,2
18.0,2585.49969,249.1163169096039,2.7576806722688936,2
19.0,1634.5462200000002,249.1163169096039,2.7576806722688936,6
20.0,2381.94096,258.2303285038577,2.858571428571414,3
21.0,2874.1277400000004,255.19232463910643,2.824941176470574,1
22.0,2084.19834,261.268332368609,2.8922016806722546,3
23.0,2779.94385,270.38234396286276,2.9930924369747745,2
24.0,3038.19,267.3443400981115,2.9594621848739346,2
25.0,2615.88159,273.420347827614,3.0267226890756147,1
26.0,1452.25482,273.420347827614,3.0267226890756147,9
27.0,720.0510300000001,288.6103671513704,3.194873949579816,12
28.0,1406.68197,282.53435942186786,3.127613445378135,9
30.0,2877.16593,285.5723632866191,3.161243697478976,2
31.0,2239.1460300000003,279.4963555571166,3.093983193277295,3
32.0,1513.01862,306.83839033987795,3.3966554621848566,9
33.0,2418.39924,285.5723632866191,3.161243697478976,1
34.0,2658.41625,315.9524019341318,3.4975462184873773,2
35.0,1051.2137400000001,318.99040579888305,3.5311764705882176,9
36.0,476.99583,315.9524019341318,3.4975462184873773,12
37.0,1455.29301,312.9143980693805,3.463915966386537,9
38.0,1288.19256,322.0284096636343,3.5648067226890574,9
39.0,1637.5844100000002,309.87639420462926,3.4302857142856973,6
41.0,878.03691,328.1044173931369,3.632067226890738,9
42.0,1595.0497500000001,315.9524019341318,3.4975462184873773,6
43.0,522.5686800000001,343.2944367168932,3.8002184873949387,12
44.0,665.36361,346.33244058164445,3.8338487394957785,8
45.0,2090.2747200000003,343.2944367168932,3.8002184873949387,3
46.0,3019.96086,355.44645217589823,3.9347394957982993,2
47.0,1434.0256800000002,352.40844831114697,3.901109243697459,6
48.0,1534.2859500000002,352.40844831114697,3.901109243697459,6
49.0,464.84307,352.40844831114697,3.901109243697459,8
50.0,1646.6989800000001,367.59846763490333,4.06926050420166,6
51.0,367.62099,364.56046377015207,4.0356302521008205,8
52.0,2624.99616,373.67447536440585,4.136521008403341,2
53.0,2968.31163,382.7884869586597,4.237411764705861,2
54.0,3108.06837,385.82649082341095,4.271042016806701,2
55.0,3199.21407,373.67447536440585,4.136521008403341,2
56.0,2910.58602,376.7124792291571,4.170151260504181,2
57.0,704.86008,385.82649082341095,4.271042016806701,12
58.0,1552.51509,388.8644946881622,4.304672268907542,6
59.0,1394.5292100000001,391.90249855291347,4.338302521008381,6
60.0,1443.1402500000002,394.94050241766473,4.371932773109221,6
61.0,1765.18839,391.90249855291347,4.338302521008381,3
62.0,109.37484,404.0545140119185,4.472823529411742,12
63.0,2661.45444,401.01651014716725,4.439193277310902,2
64.0,1309.45989,397.978506282416,4.405563025210062,9
65.0,3050.34276,397.978506282416,4.405563025210062,2
66.0,1713.53916,407.09251787666983,4.506453781512583,3
67.0,1075.51926,413.16852560617235,4.573714285714262,6
68.0,3168.83217,413.16852560617235,4.573714285714262,2
69.0,1348.9563600000001,419.2445333356748,4.640974789915942,9
70.0,1282.11618,422.28253720042613,4.674605042016783,9
