Neuron_ID,X,Y,Z,Cluster_Number
11.0,115.45122,230.88829372109632,2.5558991596638525,7
29.0,1558.59147,288.6103671513704,3.194873949579816,4
40.0,628.90533,322.0284096636343,3.5648067226890574,7
82.0,270.39891,458.7385835774414,5.078168067226866,7
84.0,686.63094,455.7005797126901,5.0445378151260245,7
125.0,209.63511,549.8786995199794,6.0870756302520705,7
133.0,264.32253000000003,571.1447265732382,6.322487394957952,7
135.0,583.33248,574.1827304379896,6.356117647058792,7
141.0,340.27728,577.2207343027408,6.389747899159632,7
144.0,495.22497000000004,577.2207343027408,6.389747899159632,7
148.0,622.8289500000001,601.524765220751,6.658789915966353,7
151.0,662.32542,607.6007729502535,6.726050420168033,7
174.0,413.19384,641.0188154625173,7.095983193277275,7
198.0,394.9647,689.6268772985376,7.634067226890718,7
206.0,224.82606,704.8168966222939,7.802218487394918,7
215.0,100.26027,738.2349391345579,8.17215126050416,7
217.0,157.98588,735.1969352698067,8.13852100840332,7
218.0,410.15565000000004,729.1209275403041,8.071260504201641,7
227.0,434.46117000000004,759.5009661878167,8.40756302521004,7
232.0,483.07221000000004,762.5389700525681,8.44119327731088,7
234.0,391.92651,774.6909855115731,8.575714285714243,7
245.0,161.02407,792.9190087000808,8.777495798319285,7
246.0,461.80488,789.8810048353295,8.743865546218442,7
257.0,346.35366,826.3370512123447,9.147428571428524,7
264.0,443.57574,817.2230396180909,9.046537815126005,7
266.0,94.18389,841.5270705361011,9.315579831932727,7
282.0,422.30841000000004,859.7550937246086,9.517361344537766,7
290.0,437.49936,905.3251516958776,10.021815126050369,7
309.0,431.42298000000005,960.0092212614005,10.627159663865493,7
327.0,179.25321000000002,1005.5792792326694,11.131613445378093,7
328.0,282.55167,1026.8453062859282,11.367025210083975,7
335.0,361.54461000000003,1017.7312946916745,11.266134453781456,7
341.0,476.99583,1026.8453062859282,11.367025210083975,7
362.0,385.85013000000004,1063.3013526629436,11.770588235294058,7
363.0,203.55873000000003,1069.377360392446,11.837848739495739,7
364.0,246.09339,1069.377360392446,11.837848739495739,7
375.0,115.45122,1090.6433874457048,12.073260504201619,7
393.0,200.52054,1127.0994338227201,12.476823529411702,7
410.0,139.75674,1160.5174763349842,12.846756302520944,7
442.0,91.1457,1221.2775536300094,13.519361344537746,7
