cluster_1_red_s1,cluster_2_red_s1,cluster_3_red_s1,cluster_4_red_s1,cluster_5_red_s1,cluster_6_red_s1,cluster_7_red_s1,cluster_8_red_s1,cluster_1_green_s1,cluster_2_green_s1,cluster_3_green_s1,cluster_4_green_s1,cluster_5_green_s1,cluster_6_green_s1,cluster_7_green_s1,cluster_8_green_s1,cluster_9_green_s1,cluster_10_green_s1,cluster_11_green_s1,cluster_12_green_s1
-0.4653035001409512,-0.03918174571701,-0.1451109873522018,-0.8205333827497246,-0.0432008853887963,0.0656347917259603,-0.1338983503371523,-1.2214470508255064,0.0308555966391261,0.0548242989747121,-0.2118792918121623,-0.3510724262060008,-1.096112656626658,-0.00927632916637,-0.3062362598875104,-0.2005123376416116,-0.1425842062733178,-0.5846592612392862,0.033635176229777,-0.4581479346045419
-0.3604421950700084,0.5655577708853015,-0.0292216766120595,-0.730111599357671,0.2699520541847713,0.3256008603022742,-0.0654953495206239,-0.4905327508501442,-0.0133905160463563,0.0698142690228161,-0.0419262421079047,0.087171530199116,0.4926671140211692,0.1823192191650554,-0.1338620604227264,-0.2573753882954644,-0.1446979951549628,-0.2143980395035763,-0.1419723876350664,0.3127221709583604
-0.2047231904292362,0.364502739814422,0.1192524908727451,-0.5297570165050633,-0.2447550356320698,0.4305983185135808,0.1641293835354466,-0.5678883033895779,0.0559264271312448,0.0256404120683783,-0.0647363693050307,0.0839677976619961,0.6276659964506923,0.4875158675418139,-0.2885689377717628,-0.3667094951069685,-0.1864275161774187,-0.2971991969372547,-0.0273058560933322,0.4588642509469723
0.0622404177836087,0.2746548383402008,-0.1398452669352682,-0.4085976234095972,-0.2016336013451477,0.225572645613879,-0.259828209015596,-0.3563691622035952,-0.0275928360365937,0.1410872932787559,-0.0556541117171353,-0.0123797205721773,-0.0642478676894155,0.4096930311883435,-0.1948980280643363,-0.2131185082752534,-0.0431304649609948,-0.4797342666977164,-0.0656154832760055,0.21979168081241
-0.3313443833707792,0.3720196730252954,0.0760656373411514,-0.7362488527061786,-0.1494539023330931,0.482837884544548,-0.297057295849843,-0.2402554646503576,0.0029297445604077,0.113148825839449,-0.0135981296022585,0.0612590800597549,-0.3218074284240078,0.2434383418312682,-0.4287461107761962,-0.1195321902893909,0.0006576873874376,-0.5662261779015786,0.0943328092478811,0.0789332296177585
0.0135403319582949,0.5390709935677941,0.1297525028107922,-0.4827072851272871,-0.3254041728699757,0.370843505885642,-0.2547027326440372,-0.2235958877821226,0.1046891996350263,0.0647752507435303,0.1751555972018717,-0.0221875375216553,-0.3488824402201029,0.5747640819413949,-0.4213188322171503,-0.2413219925145491,-0.1396405808611211,-0.3773316916083306,-0.1266623157751688,0.0611181165145584
0.1775007278569592,0.4270586580141184,0.303701293908076,-0.3964644134129436,-0.1547350371126158,0.2715563868754192,-0.3385782627732969,0.1035453202281294,-0.0436392689326999,0.0319599009648881,-0.0235078946394369,0.0953477039702433,0.1968739641406365,0.9164355119995424,-0.1725076039095143,-0.2036130607105644,-0.0580803900340504,-0.0188967340156498,-0.0860135178759826,0.4135264847428093
0.0446309102206468,0.525282434009121,0.0316764725704061,-0.3888444685447913,-0.2227515088504004,0.1652399884982864,-0.2719590476111385,-0.1857716072750144,0.0191602069275254,-0.0650707446685295,-0.0010595493687664,0.1076778103605742,0.0089678973814288,0.8444049107730919,-0.5245851908892876,0.0373216330951423,-0.0126918631884241,-0.0366744608533173,0.0361696584378842,0.1367749635941104
-0.2839534532543026,0.3944875040252065,0.4462667261330628,-0.3278574294187066,-0.0602720548223716,0.178421820617116,-0.2952869605884979,-0.0928910022336415,0.0462866169483005,0.0705809009920001,0.0423926409163783,0.0366812457376377,-0.0717268948854738,0.9010306952466126,-0.0556389873876769,-0.0359196262695013,-0.1773143840062521,-0.0973133948670448,0.0411656661674165,0.4132919483353235
-0.0373927131721575,0.3111596897162799,0.5365504985287826,0.1549281902565333,-0.0057863521666423,-0.000680591155774,0.1314736889133937,0.3202209533053062,0.2050648137130737,0.053447124970077,0.0924228922512486,0.079052734183243,0.9980834604063804,0.5765242932601425,-0.0844344114978061,-0.2717632729267135,-0.1501313745752315,0.1382294518674661,-0.1225523119915117,0.8987446609155968
0.0766089159176112,0.4228324729389758,0.7215393534011816,0.2412691411077306,0.1451572870052913,0.1465561746660051,0.0120855023862126,0.7053867854978686,0.1029512381759153,0.1094141442188512,0.0215576447764555,0.0739724026841679,1.5706840886425246,0.8064997496217204,0.0982612765890992,-0.2345211187934058,0.0771380182108202,0.7752234642464082,-0.0694896080386932,1.1406971950580722
0.2309711598654162,0.2140104403435645,0.4795429577197846,0.2839711776408367,-0.1267348065997295,-0.1310650664836974,0.34947667208256,0.2958032730606164,0.1866182236735432,-0.0114225707698121,0.279318817607751,0.2361601403789427,1.2341933856860068,0.8195857373613112,-0.0129372343900897,-0.1992043690687226,0.0097032338818784,0.1562674880371179,0.0785519727219644,1.154164770492502
0.3979473320340492,0.6015105869225723,0.1826521075679792,0.1254275045013684,-0.3219491275343068,-0.2399898179580833,-0.0191097557229575,0.8748189663067135,0.0084059860037269,0.0171094309626896,0.3876887627833121,0.1764513131725173,1.0855280567746608,0.889103306767134,-0.0552360527886758,-0.2942366332833823,-0.223966179856925,0.3370013821465208,-0.0575393276147731,0.1470647715978479
0.25413162097495,0.4592943470196596,0.2371118270372309,0.2173640181364767,-0.1358628524404257,-0.2891716980546642,0.2109359278735044,0.3706629065779859,0.1276399489071463,0.1390369269308821,-0.0142777535874132,0.0828203410921642,0.566033082661579,1.0786773083764942,-0.1268108370018368,-0.2181154936719815,0.1057341006084246,0.4152858779665255,0.1210265721674768,0.4229041736364512
0.3088474173529002,0.6604332330624291,0.0092614194620349,-0.1899347657291311,0.1290328152692432,-0.0110439962017934,-0.1456744538033705,0.3092308998469423,0.0683835761716282,0.0110344465311009,-0.2022585619155183,0.3387494994009114,0.3680755659828234,0.762699455812243,-0.3342634947832257,-0.3913065072307259,0.0093792553378447,0.0194762932438897,-0.0069501645220503,0.3964894759027808
-0.2324317871106017,0.2796677038978609,0.0579288355262732,-0.018545054764024,-0.3102471339923228,0.1842096414725335,-0.0931716405049839,0.2582127964227086,0.1237189144239479,0.1587744491736321,-0.2127328937303399,0.1260911246400307,0.0014811390638956,0.8881410448969659,-0.4071131292283222,-0.2294064849372836,-0.1217242474513936,-0.0986980136711026,-0.0736426706152713,-0.2795369208679226
-0.1882312096705691,0.4320463177298742,0.05287722581209,-0.2636241801861814,-0.386230370763328,-0.0686503266241743,-0.1663175957891305,-0.3094646588376167,0.2080502516507541,0.0707678694006611,-0.2125087641175114,-0.1032332467472199,-0.0406439659623009,0.9306261150046184,-0.4633320257932499,-0.1797556271870284,0.0599615423771725,-0.1864522535851822,0.0915544426111574,0.1435219613884869
-0.2656535910367649,0.5412025326802103,0.5142876182788556,0.2282268617835346,-0.1893728795438124,-0.0682072722217735,-0.2222680095294336,-0.1892687420950174,0.3000326741549899,0.0591657776554787,-0.1051310835212524,0.126112539701233,-0.0551878881496271,0.6639451423705757,-0.2645548180241431,-0.2274301428635734,-0.046137762560303,-0.1749523613879534,-0.0321006142012864,0.7404016111875964
0.2307619131686028,0.8338352734120301,0.7128705473785453,-0.0438433100647911,-0.1811261047568789,-0.3167483048359772,0.2513248030737473,0.7790767284988822,0.2178894953153682,-0.0153541533345462,-0.0825682373242785,0.0884562203228542,0.0922947935257768,0.9653513165185204,-0.0721065974138863,-0.3129866441230452,-0.0052754880603976,0.0052439497469259,-0.0599781902521041,0.8666336167534127
0.2432061553773477,0.4686519307324698,0.4068706860641185,-0.0986318663917906,0.0742235790457392,-0.1947427886547415,-0.0233855409712179,0.5345011145397166,0.2485156634717082,0.0116149140577344,0.0906445084177115,0.4433226478141687,-0.0607216982289135,0.811309344967125,0.1416439916141754,-0.1430807606065476,0.1140462711692755,-0.0837059130427954,-0.093070734856766,1.1744673351240755
0.2489751669732482,0.5656443857988063,0.472456584851466,0.0257737519642912,-0.1134428082362367,-0.0089749226165311,-0.0527344742790874,0.4167986007775975,0.1445523420224391,-0.0782577012762533,0.2742699606898595,0.2263001125711619,-0.088751512246345,0.314832211157498,-0.1060801405326879,-0.1903609972681672,-0.0210484049544091,0.1530574183649063,-0.0307908739755132,0.5750558753348114
0.3364373226324543,0.4862581389331281,0.5095763253030966,0.070373908081216,-0.2468343881855199,-0.1752212765225914,-0.2412051992492908,0.119352844536094,0.2605172062045733,-0.0429094994235885,0.2217235786758291,0.3531819690129492,-0.069314949927446,0.1581033541468921,-0.1398750059909613,-0.1412836184818459,0.0445554670161497,0.163829455313715,-0.0560478087764492,0.3824909645650268
0.1779878938763719,0.4404775736964835,0.1774814602872839,0.1119740370167365,-0.1269024913236539,0.22152079206226,0.1927958467637918,-0.1458708986839439,0.197513401167,-0.0303696550137066,0.0465087144401517,0.2620000558394033,-0.5766394051410472,0.2475554928321094,-0.0826727759739198,-0.2822582487827785,-0.0923097134163888,-0.0206260696834383,-0.0832649708171909,-0.2180880525024316
0.1717876894718964,0.5343649982665442,0.1168827838616042,0.0096625593294561,-0.1959515141657696,-0.1536083134876347,0.1003429744237967,-0.0470347493290898,0.1568785150866467,0.0342728782785716,-0.0251987918753351,0.3113588487398367,-0.1995976312261833,-0.6059996985810369,-0.1486117157654926,-0.2366166911811441,-0.0278084373695826,-0.1579949420367681,-0.1107420384115164,-0.2523608351693768
-0.1184671741380696,0.4000298519871171,0.1050829807333707,0.2118563856302657,-0.1006990728820334,-0.3503971291568536,0.2019787052039199,0.6908706699981212,0.2150147954802038,0.0385510454829245,-0.1206237004452162,0.2943371837851412,1.2953714699666827,-0.5814836731111565,-0.0873855654024987,-0.2540833155047146,0.0303232755710251,-0.1234110083899873,-0.1020319534642333,-0.157326834504527
0.1624598898455027,0.2290066013148363,0.0875582168929598,0.5595002017655865,-0.1578676326408418,0.0839390714502637,0.1814180758437995,0.6015559445562338,0.3233653972005785,0.1563266524651554,-0.0163812795762255,0.3024720229010712,1.0967206151486546,-0.8675748157518406,-0.1988654525537923,-0.1679919331067638,-0.0074401096046147,-0.035765323432652,-0.0923955741544013,-0.0338620585660188
-0.0830416406767078,0.3548614817985915,0.1024280383698974,0.2372400684229301,-0.2535684038439952,0.2325050363057734,0.0529461503469227,0.2492671681044164,0.1164715562244203,0.0378754973726996,0.1486630812937204,0.2132633251174698,0.8659854015511194,-0.6370442672569192,-0.1861770944738183,0.0443192037901498,0.0945647997088184,-0.1980953691806197,-0.0472639841545339,-0.6500626381218135
-0.0083694515466107,0.5509909071067611,0.0688907780574443,0.1711229269181297,0.0053543085222141,-0.0624690901776511,0.5352221138948253,0.0250495315888314,0.103871443804673,0.0146779461647349,-0.072472774382879,0.438765104330173,0.6864019479956472,-0.5500686968142836,-0.3033923043833768,-0.1532200951340631,0.0820253100384501,-0.0467220536523986,-0.0173010208565964,-0.495046299741426
0.124177081581929,0.3445712978763418,-0.0851396596848017,0.0190832986659237,0.0578614241101795,0.1052582859506229,-0.216953255773567,0.049833223520066,0.1889292785212369,0.0247900339648679,-0.0677535029657057,0.412985477553666,0.1548954431604005,-0.5726338676703386,-0.2200250512269855,-0.1992193003601875,-0.054083396313233,-0.3023468122914627,-0.0683724305452982,-0.6022706832238404
-0.0525918235779751,0.6492563013555381,-0.0589889200727099,-0.0232726870306153,-0.1428697258076212,-0.0503201708587203,0.1205419444210506,0.3124226048265686,0.0285434565308933,-0.0698920362571474,0.224008412219711,0.4887530121721112,0.5645056273493086,-0.5786099824474203,-0.0318799370760372,-0.2972661104464024,0.0998652044979242,-0.1280433354747199,-0.1598959257246481,-0.5504761910090019
0.0614408413774542,0.4340775089745954,0.1527209002813726,0.2229615753587943,-0.3243718483104549,0.044031597007345,0.2897446891900305,0.3036422931302778,0.0801472116341786,-0.0352483778637949,-0.0902688194514458,0.1225853440718519,0.6372818721092107,-0.8608444702095248,0.0640078497005706,-0.1779790490340609,0.2726377424798307,-0.0888882913695276,-0.0062941297701047,-0.1370603467054089
0.0626626236995063,0.128015672419981,-0.0247133641925042,0.2983479038502021,0.023090099332067,-0.1823150733077685,0.3008828992573494,0.331407042252501,0.0512325625765766,0.0112156112197612,0.1630926083063302,0.4941186448816089,1.2762371006545985,-0.8682802434287259,-0.0237858573176058,-0.0656852797961042,0.0537962202843443,0.4481535818075471,0.0138699751280664,-0.3747338511125501
-0.2389033417882673,0.2789787765374045,0.4402655485338573,0.1889652527215667,-0.267810957483505,-0.155773316241135,0.3370381552084986,-0.0537095219034343,0.1339365562187027,0.0791922593813298,0.2586762011340123,0.2866001723000753,0.6583158264440243,-1.1179356181985205,-0.0878554598463796,-0.2021773484884978,0.1053084921450525,-0.2632312547331225,-0.0629450895784478,-0.7063729799491096
-0.2107604576568036,0.2644744828073949,0.2250235130211556,0.039065445234983,-0.0554100288354887,-0.0743994372552819,0.2441100218581898,-0.0409194386860906,0.0444662060535468,-0.0187227719025969,0.2591228374747296,0.5765456126657149,0.5837327064873529,-0.6430890055125374,-0.1695512142308527,-0.2192436665247295,0.1550890680299649,-0.0610232998175848,-0.2004236132319363,-1.1733794625185103
-0.0020339021304013,0.0464240398088499,0.143656510142199,-0.2109329949771362,0.1145832301469345,-0.3074398309995908,0.0068241451432251,-0.2024409301121823,0.1238018016010144,-0.0320525237335544,0.0009867565941051,0.221645062646951,-0.1513337090601627,-1.0312482689238849,-0.4432334253443246,-0.4572160056699868,0.1767627432603445,-0.1733274813687159,-0.0376773079729053,-1.1490087929942208
-0.3486249806763093,-0.420062955399069,-0.1679377484212256,-0.3825507036077933,-0.1983373500995797,-0.0537737311253537,-0.0674068477040018,-0.8453212204298919,-0.0407229358213819,-0.0633030563852427,0.0678354060881007,-0.1138908084466608,-0.5173582210482642,-1.7263882873808762,-0.4933569572239182,-0.3649764534196512,0.0316325439799322,-0.5150546251432243,0.0040692884679916,-1.5847865089129065
-0.2161502255128897,-0.5889899725670225,0.2280117372689059,-0.7202108943623836,-0.1611684938953483,0.1090954464589131,-0.0765420333139529,-1.4376551202342218,-0.0446953389693107,-0.006320669731276,0.279675490681736,-0.1416567158963036,-0.8257552229529974,-1.773475443693539,-0.3628603808928037,-0.102475853283713,-0.0618675001107933,-0.8459771774571421,-0.1595196686012959,-2.2144827081418166
