Neuron_ID,X,Y,Z,Cluster_Number
766.0,3360.2381400000004,1916.9804386580495,21.22068907563014,8
767.0,628.90533,1913.9424347932982,21.187058823529306,11
768.0,1200.0850500000001,1910.904430928547,21.153428571428464,2
769.0,1588.9733700000002,1926.0944502523034,21.321579831932667,2
770.0,2968.31163,1920.018442522801,21.254319327730986,1
771.0,3202.25226,1929.1324541170547,21.35521008403351,1
772.0,792.9675900000001,1935.2084618465572,21.422470588235186,6
773.0,1291.2307500000002,1935.2084618465572,21.422470588235186,6
774.0,1133.24487,1935.2084618465572,21.422470588235186,12
775.0,3044.26638,1941.2844695760598,21.489731092436866,1
776.0,616.75257,1947.3604773055622,21.556991596638547,11
777.0,1197.0468600000002,1941.2844695760598,21.489731092436866,6
778.0,3244.78692,1947.3604773055622,21.556991596638547,8
779.0,1251.7342800000001,1956.474488899816,21.657882352941066,6
780.0,3095.91561,1950.3984811703135,21.59062184873939,1
781.0,1674.04269,1962.5504966293186,21.725142857142746,3
782.0,2986.54077,1965.5885004940699,21.758773109243588,1
784.0,1330.72722,1974.7025120883238,21.859663865546107,12
785.0,1285.15437,1977.740515953075,21.89329411764695,12
786.0,616.75257,1983.8165236825776,21.96055462184863,11
787.0,1427.9493,1983.8165236825776,21.96055462184863,6
788.0,905.38062,1980.7785198178262,21.926924369747788,6
789.0,3086.8010400000003,1992.9305352768313,22.06144537815115,1
790.0,805.12035,1995.9685391415826,22.095075630251987,6
791.0,1121.09211,1995.9685391415826,22.095075630251987,6
792.0,1376.30007,1989.89253141208,22.027815126050307,6
793.0,3147.56484,2002.044546871085,22.16233613445367,1
794.0,449.65212,1999.0065430063337,22.12870588235283,11
795.0,653.21085,2011.1585584653387,22.263226890756187,11
796.0,1251.7342800000001,2011.1585584653387,22.263226890756187,6
797.0,1658.85174,2005.0825507358363,22.19596638655451,3
798.0,1592.0115600000001,2008.1205546005876,22.22959663865535,3
799.0,1759.11201,2005.0825507358363,22.19596638655451,3
800.0,3019.96086,2011.1585584653387,22.263226890756187,1
802.0,2138.88576,2026.3485777890953,22.431378151260393,3
803.0,555.98877,2011.1585584653387,22.263226890756187,11
804.0,862.8459600000001,2005.0825507358363,22.19596638655451,6
805.0,604.59981,2023.310573924344,22.39774789915955,11
806.0,1528.20957,2020.2725700595927,22.364117647058713,6
808.0,1090.71021,2032.4245855185977,22.49863865546207,9
809.0,2710.06548,2029.3865816538466,22.46500840336123,1
810.0,3211.3668300000004,2032.4245855185977,22.49863865546207,5
811.0,802.08216,2035.462589383349,22.532268907562912,6
812.0,1215.276,2038.5005932481004,22.56589915966375,9
813.0,2889.31869,2026.3485777890953,22.431378151260393,1
814.0,1722.65373,2035.462589383349,22.532268907562912,3
815.0,3065.53371,2050.6526087071056,22.700420168067115,1
816.0,1473.52215,2056.7286164366083,22.767680672268796,3
817.0,1959.63255,2044.5766009776028,22.633159663865435,3
818.0,2959.19706,2053.6906125718565,22.73405042016795,1
820.0,2801.2111800000002,2047.614604842354,22.66678991596627,1
822.0,923.60976,2044.5766009776028,22.633159663865435,6
823.0,1178.81772,2041.5385971128514,22.599529411764593,6
824.0,835.50225,2062.8046241661104,22.834941176470476,6
825.0,1306.4217,2056.7286164366083,22.767680672268796,6
827.0,987.4117500000001,2059.766620301359,22.80131092436963,6
828.0,1351.9945500000001,2074.9566396251157,22.969462184873834,9
829.0,2363.71182,2056.7286164366083,22.767680672268796,1
830.0,525.6068700000001,2071.918635760364,22.93583193277299,11
831.0,668.4018000000001,2056.7286164366083,22.767680672268796,11
832.0,574.2179100000001,2074.9566396251157,22.969462184873834,11
833.0,1203.1232400000001,2077.9946434898666,23.003092436974672,6
834.0,2725.2564300000004,2071.918635760364,22.93583193277299,1
835.0,273.4371,2084.070651219369,23.070352941176353,11
836.0,2624.99616,2093.184662813623,23.171243697478875,1
837.0,1063.3665,2084.070651219369,23.070352941176353,6
838.0,1792.5321000000001,2087.1086550841205,23.103983193277195,3
839.0,121.5276,2090.146658948872,23.137613445378037,11
840.0,944.8770900000001,2074.9566396251157,22.969462184873834,6
841.0,3083.76285,2096.2226666783745,23.204873949579717,1
842.0,865.8841500000001,2102.298674407877,23.272134453781394,6
843.0,2843.74584,2096.2226666783745,23.204873949579717,1
844.0,3026.03724,2093.184662813623,23.171243697478875,1
845.0,1743.9210600000001,2102.298674407877,23.272134453781394,3
846.0,1124.1303,2099.260670543126,23.238504201680556,6
847.0,2940.96792,2099.260670543126,23.238504201680556,1
848.0,1248.6960900000001,2105.336678272628,23.305764705882233,6
849.0,1427.9493,2120.5266975963846,23.47391596638644,9
850.0,2427.51381,2105.336678272628,23.305764705882233,1
851.0,631.94352,2105.336678272628,23.305764705882233,11
852.0,1172.74134,2120.5266975963846,23.47391596638644,6
853.0,1327.68903,2123.5647014611354,23.507546218487274,9
854.0,1385.41464,2120.5266975963846,23.47391596638644,6
855.0,546.8742,2135.7167169201407,23.642067226890635,11
856.0,2810.32575,2132.6787130553894,23.608436974789797,1
857.0,1783.4175300000002,2135.7167169201407,23.642067226890635,3
858.0,2916.6624,2141.792724649644,23.70932773109232,1
859.0,1221.35238,2141.792724649644,23.70932773109232,6
860.0,2400.1701000000003,2138.754720784892,23.675697478991477,1
861.0,328.12452,2160.0207478381512,23.911109243697357,11
862.0,1294.2689400000002,2147.868732379146,23.776588235294,9
863.0,1555.55328,2153.9447401086486,23.84384873949568,2
864.0,2974.38801,2163.058751702902,23.944739495798196,1
865.0,3092.8774200000003,2163.058751702902,23.944739495798196,8
866.0,2871.08955,2163.058751702902,23.944739495798196,1
867.0,1190.97048,2178.2487710266587,24.1128907563024,6
868.0,1121.09211,2184.3247787561613,24.18015126050408,6
869.0,1361.10912,2175.210767161907,24.079260504201557,9
870.0,2172.30585,2190.4007864856635,24.24741176470576,1
871.0,2339.4063,2178.2487710266587,24.1128907563024,1
872.0,2497.3921800000003,2190.4007864856635,24.24741176470576,1
873.0,1242.6197100000002,2187.362782620912,24.213781512604918,6
874.0,3032.11362,2199.5147980799175,24.348302521008282,8
875.0,2123.69481,2199.5147980799175,24.348302521008282,3
876.0,2913.62421,2199.5147980799175,24.348302521008282,1
877.0,1318.57446,2208.628809674171,24.4491932773108,9
878.0,1722.65373,2202.5528019446688,24.381932773109117,2
879.0,2400.1701000000003,2199.5147980799175,24.348302521008282,1
880.0,1397.5674000000001,2229.89483672743,24.684605042016685,9
881.0,1777.3411500000002,2211.6668135389227,24.482823529411643,3
882.0,1911.02151,2214.7048174036736,24.51645378151248,2
883.0,2266.48974,2214.7048174036736,24.51645378151248,1
885.0,2819.44032,2211.6668135389227,24.482823529411643,1
886.0,2363.71182,2226.856832862679,24.65097478991584,1
887.0,1288.19256,2239.008848321684,24.785495798319204,9
888.0,2062.9310100000002,2223.8188289979275,24.617344537815,2
889.0,1063.3665,2226.856832862679,24.65097478991584,6
890.0,1200.0850500000001,2239.008848321684,24.785495798319204,6
891.0,2002.16721,2245.0848560511868,24.852756302520884,3
892.0,379.77375,2248.1228599159376,24.886386554621723,11
894.0,2825.5167,2248.1228599159376,24.886386554621723,1
895.0,3029.0754300000003,2254.1988676454403,24.953647058823403,5
896.0,1494.7894800000001,2239.008848321684,24.785495798319204,2
897.0,2880.2041200000003,2251.160863780689,24.920016806722565,1
898.0,610.67619,2254.1988676454403,24.953647058823403,11
899.0,1540.3623300000002,2260.274875374943,25.02090756302508,2
900.0,1093.7484,2260.274875374943,25.02090756302508,6
901.0,1169.70315,2260.274875374943,25.02090756302508,6
902.0,1473.52215,2272.4268908339477,25.155428571428445,9
903.0,2348.5208700000003,2281.5409024282017,25.256319327730964,1
905.0,2703.9891000000002,2284.578906292953,25.28994957983181,1
906.0,1139.32125,2275.464894698699,25.189058823529283,6
907.0,1279.07799,2281.5409024282017,25.256319327730964,9
908.0,2770.82928,2284.578906292953,25.28994957983181,1
910.0,1579.8588,2287.6169101577043,25.323579831932644,2
911.0,404.07927,2299.768925616709,25.458100840336005,11
913.0,1938.3652200000001,2299.768925616709,25.458100840336005,2
914.0,2017.3581600000002,2296.7309217519582,25.424470588235167,3
915.0,1382.37645,2293.6929178872065,25.390840336134325,6
916.0,2646.2634900000003,2305.8449333462117,25.525361344537686,1
917.0,1434.0256800000002,2311.9209410757144,25.592621848739363,9
918.0,2846.7840300000003,2299.768925616709,25.458100840336005,1
919.0,641.05809,2290.6549140224556,25.357210084033486,11
920.0,589.40886,2302.806929481461,25.491731092436847,11
921.0,1895.83056,2308.882937210963,25.558991596638528,2
922.0,1127.16849,2324.072956534719,25.727142857142727,6
923.0,1792.5321000000001,2324.072956534719,25.727142857142727,2
924.0,1175.77953,2317.9969488052166,25.659882352941043,6
925.0,1622.39346,2324.072956534719,25.727142857142727,2
926.0,2433.5901900000003,2336.2249719937245,25.861663865546088,1
927.0,1573.78242,2339.262975858476,25.895294117646927,1
928.0,312.93357000000003,2336.2249719937245,25.861663865546088,11
929.0,1388.4528300000002,2333.186968128973,25.828033613445246,9
930.0,2564.23236,2336.2249719937245,25.861663865546088,1
931.0,2761.71471,2333.186968128973,25.828033613445246,1
932.0,565.10334,2336.2249719937245,25.861663865546088,11
933.0,2233.06965,2345.3389835879784,25.962554621848607,2
934.0,2682.72177,2348.3769874527297,25.99618487394945,1
935.0,431.42298000000005,2345.3389835879784,25.962554621848607,11
936.0,1911.02151,2339.262975858476,25.895294117646927,2
937.0,2621.95797,2351.4149913174806,26.029815126050288,1
938.0,2151.03852,2351.4149913174806,26.029815126050288,1
939.0,2503.4685600000003,2357.4909990469832,26.097075630251968,1
941.0,1160.58858,2360.5290029117346,26.13070588235281,6
943.0,2108.5038600000003,2372.68101837074,26.26522689075617,1
944.0,1464.40758,2372.68101837074,26.26522689075617,9
945.0,1367.1855,2372.68101837074,26.26522689075617,9
946.0,1710.50097,2366.605010641237,26.19796638655449,2
947.0,2293.83345,2369.643014505988,26.231596638655326,3
948.0,835.50225,2390.9090415592473,26.46700840336121,11
949.0,1558.59147,2387.8710376944964,26.43337815126037,2
950.0,1640.6226000000001,2393.9470454239986,26.50063865546205,9
951.0,2570.30874,2381.7950299649933,26.366117647058687,1
952.0,185.32959,2384.8330338297446,26.399747899159532,11
953.0,1917.09789,2396.98504928875,26.53426890756289,9
954.0,2062.9310100000002,2384.8330338297446,26.399747899159532,9
956.0,2409.28467,2396.98504928875,26.53426890756289,1
957.0,723.0892200000001,2400.023053153501,26.567899159663735,6
958.0,1273.00161,2409.1370647477547,26.66878991596625,9
959.0,2005.2054,2403.061057018252,26.60152941176457,3
960.0,1604.16432,2412.175068612506,26.702420168067093,2
961.0,2463.97209,2409.1370647477547,26.66878991596625,1
963.0,516.4923,2415.2130724772574,26.73605042016793,11
964.0,586.37067,2421.2890802067595,26.80331092436961,11
965.0,2251.2987900000003,2424.3270840715113,26.83694117647045,1
966.0,476.99583,2409.1370647477547,26.66878991596625,11
967.0,2318.13897,2430.403091801014,26.90420168067213,1
968.0,1525.17138,2424.3270840715113,26.83694117647045,9
969.0,1446.1784400000001,2430.403091801014,26.90420168067213,9
970.0,2138.88576,2430.403091801014,26.90420168067213,1
972.0,148.87131,2430.403091801014,26.90420168067213,11
973.0,1312.49808,2427.365087936262,26.87057142857129,9
974.0,2096.3511000000003,2427.365087936262,26.87057142857129,1
975.0,376.73556,2427.365087936262,26.87057142857129,11
977.0,2369.7882,2442.5551072600188,27.03872268907549,1
978.0,492.18678,2433.4410956657653,26.937831932772976,11
979.0,713.97465,2445.59311112477,27.072352941176334,11
980.0,941.8389000000001,2460.783130448526,27.240504201680533,9
981.0,1348.9563600000001,2457.7451265837753,27.2068739495797,9
984.0,1503.90405,2457.7451265837753,27.2068739495797,9
985.0,555.98877,2463.821134313278,27.274134453781375,11
986.0,616.75257,2469.89714204278,27.341394957983056,11
987.0,1582.8969900000002,2463.821134313278,27.274134453781375,9
988.0,1543.4005200000001,2472.9351459075315,27.375025210083894,9
989.0,1637.5844100000002,2472.9351459075315,27.375025210083894,9
990.0,732.20379,2479.011153637034,27.44228571428558,11
1548.0,2154.0767100000003,1303.3036579782936,43.013092436974574,3
1549.0,2406.2464800000002,1303.3036579782936,43.013092436974574,3
1551.0,2093.31291,1309.3796657077962,43.08035294117626,3
1554.0,2287.75707,1309.3796657077962,43.08035294117626,8
1555.0,1233.50514,1315.4556734372986,43.147613445377935,12
1556.0,1443.1402500000002,1315.4556734372986,43.147613445377935,12
1557.0,1667.96631,1315.4556734372986,43.147613445377935,12
1558.0,2843.74584,1333.6836966258063,43.34939495798297,8
1559.0,1300.3453200000001,1315.4556734372986,43.147613445377935,12
1561.0,2199.6495600000003,1327.6076888963037,43.282134453781296,3
1562.0,2512.58313,1321.5316811668013,43.21487394957961,3
1563.0,1941.4034100000001,1321.5316811668013,43.21487394957961,3
1564.0,2460.9339,1321.5316811668013,43.21487394957961,3
1565.0,2776.9056600000004,1327.6076888963037,43.282134453781296,1
1566.0,2248.2606,1345.8357120848113,43.483915966386334,3
1567.0,2907.54783,1318.49367730205,43.18124369747878,8
1568.0,3493.9185,1339.759704355309,43.41665546218466,8
1569.0,2333.32992,1327.6076888963037,43.282134453781296,8
1570.0,1877.6014200000002,1348.8737159495627,43.517546218487176,12
1571.0,2059.89282,1357.9877275438164,43.6184369747897,3
