Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8
-0.4061974649549146,-0.1699008189180575,-0.5490743276426862,0.06786092941367053,0.2586492039530893,-0.29004285714193395,0.15313128686000615,-0.28462929907722695
-0.03765131242958915,0.008506746847986546,-0.5847466609806246,-0.04176385996219178,0.110167918601477,-0.2954804435687519,-0.04605749139912264,-0.02303661273005523
0.25509062084522954,-0.18566863441575526,-0.5174266813124927,0.06924133421545776,-0.08121616101373125,-0.11018436335375556,0.23654843235446127,-0.38757365293504575
-0.19829899043981203,0.11712465731499165,-0.3775620542722729,0.01857069384730638,-0.06279082376612852,-0.2776133307816003,-0.18675336488743202,-0.23958992969378912
0.06408189181736001,0.03581466442736783,-0.7247300521810982,0.08356413783280212,-0.45858053225579926,0.18538243403507385,-0.17881269768893918,0.4148876796438176
0.011669439260548156,0.17969994226723998,-0.8526690823768701,0.2360695088028312,0.2617877761373403,-0.49981356414646166,-0.22505910462002876,-0.1316434196937434
0.05703289581889705,0.1821143519898081,-0.4892392809458863,-0.01641478657981239,-0.19712038652175443,0.441002851748926,-0.07376470616923171,-0.30702760985245836
-0.09001548244593709,-0.10931464595069144,-0.6409273471328434,-0.09338379259447652,0.011319278634163207,-0.17505557700966287,-0.4699816860573277,0.14954402462451402
-0.04093770095196461,-0.25495695296867293,-0.758395829597039,0.05790116028023936,0.09128366482611011,-0.30016239516347576,-0.33513746005526124,-0.15140231196377205
0.19694984459818118,-0.29985784556860257,0.08808533064032788,0.11054989657454979,-0.19881705302196154,0.12233797387063736,-0.42187123217714484,0.0015194567656774776
0.21207639886675542,-0.08991896494835612,0.37297730458943995,0.039375243042415534,-0.3949633391650478,-0.13559632176994882,-0.008127809624191467,-0.08366335276589232
0.24447826357405752,-0.05067185090783188,0.28885126757208973,0.0061976679273922815,-0.13386093258171927,0.19643303884110982,-0.23994691132700888,0.15439469387625654
0.5779757928166727,0.36022041464868365,0.06153501542809971,0.001595318874573977,0.03938193975923028,0.22067579980955604,-0.042919175107920766,-0.08331765752635306
0.12421603789306399,0.33685485357811146,0.12564442294001657,0.18781412134342199,-0.06717662666859059,0.2916323466402685,0.25875950977229867,-0.039720274388251
0.38882645831439505,0.17073034574262155,0.15967856366224034,0.054771569808243034,-0.3868753437137992,0.10525444482686702,-0.4380103044618463,0.10385611645617873
0.2770029097560439,0.3562222071586142,-0.10057971850027093,0.12341226242359978,-0.51254590702203,-0.3179463341880884,-0.28421351383689897,0.19476664996494464
0.3685275359034339,0.594978681240552,-0.40236562433322626,-0.0498686492842957,-0.2740973740932399,0.10417835735807618,-0.2906894036172366,-0.17980890688148185
0.35850155735130196,0.9193947185945304,-0.29951988477300423,0.08657544126101951,-0.3203067757343727,-0.11368402366200274,-0.31599270488885023,-0.039091176481187984
0.8149867235667526,0.780630486457146,-0.0710564995049019,-0.023344082902469875,-0.1394133699779655,0.21772819746247715,-0.5430417705501904,-0.5980149459660322
0.9904884903495591,1.0810547817925442,-0.008312803265640375,0.06928387599194236,-0.1310747559787705,0.13761308690337284,0.007248292525191965,-0.18786689193871067
0.5725822108219396,1.1274729460513981,-0.13253057535264554,-0.0783691085081754,-0.3285410501961755,0.07989394215125795,0.32949107434974984,-0.05839586280019653
0.40522725500920337,0.8063343527977338,0.23141527516397414,0.17384404911382967,-0.3866550877167533,0.4830565132374791,0.4074374479871893,0.2576983256483468
0.08465544542863257,0.5440355857473662,-0.08551343273385514,0.1605441920698246,-0.10889332718249106,0.3103091401102997,0.42114792299937354,-0.0679787844613683
-0.16217051900826435,0.404067890309067,0.0027460549676413546,0.18720377484624745,-0.285541111215356,0.0037456788160961634,0.3419645173135954,0.07211617350702247
-0.17506237861858778,0.8220136163228319,0.4809176664104144,0.06217914810208058,-0.12219895946507578,0.03406954159426183,0.07757750415494781,-0.19817061021847895
0.014825943320585238,0.30390764344242266,0.010970811676110475,-0.022590725016903186,-0.3431678199610815,0.3433510003316883,-0.019122472517194965,-0.348371347669638
-0.12157138266564459,0.5938551011539839,0.2514256304981252,0.16859615931103447,0.012350511201056196,0.31668300788251424,0.24922444559090412,-0.37991415035568704
0.1021754622274097,0.43062562807802307,0.4133557125190872,0.22222262610617252,-0.01350374638097891,-0.3283744624563449,0.14658398343715845,0.050246538399724205
0.04580642140260898,0.8699374709357462,0.021097001202464154,0.25372857876297367,0.14508668702113936,0.23297770384482677,0.7490599565847116,-0.04188483003673309
