Neuron_ID,X,Y,Z,Cluster_Number
523.0,209.63511,1376.215750732324,15.234504201680593,8
564.0,325.08633000000003,1470.3938705396133,16.27704201680664,8
570.0,103.29846,1485.5838898633697,16.445193277310842,8
574.0,480.03402000000006,1497.7359053223747,16.579714285714203,8
578.0,528.6450600000001,1506.8499169166284,16.680605042016722,8
586.0,139.75674,1503.8119130518774,16.64697478991588,8
589.0,185.32959,1512.925924646131,16.747865546218403,8
593.0,325.08633000000003,1519.0019323756335,16.81512605042008,8
629.0,303.819,1604.066040588669,17.756773109243607,8
630.0,473.95764,1616.218056047674,17.891294117646968,8
634.0,173.17683,1610.1420483181716,17.824033613445287,8
638.0,258.24615,1619.2560599124254,17.924924369747806,8
652.0,291.66624,1664.8261178836945,18.429378151260412,8
656.0,513.45411,1670.9021256131969,18.49663865546209,8
662.0,346.35366,1673.9401294779482,18.53026890756293,8
663.0,458.76669000000004,1680.0161372074508,18.597529411764615,8
666.0,255.20796,1695.2061565312072,18.76568067226881,8
675.0,376.73556,1713.4341797197146,18.967462184873852,8
679.0,325.08633000000003,1713.4341797197146,18.967462184873852,8
680.0,522.5686800000001,1719.5101874492173,19.034722689075533,8
681.0,483.07221000000004,1716.472183584466,19.001092436974695,8
694.0,504.33954000000006,1755.9662338262324,19.438285714285616,8
698.0,221.78787,1765.080245420486,19.539176470588135,8
699.0,370.65918,1762.042241555735,19.505546218487297,8
704.0,419.27022,1771.1562531499887,19.606436974789816,8
717.0,97.22208,1810.6503033917552,20.043630252100737,8
718.0,249.13158,1810.6503033917552,20.043630252100737,8
721.0,349.39185000000003,1807.6122995270039,20.0099999999999,8
743.0,118.48941,1856.2203613630243,20.548084033613343,8
744.0,288.62805000000003,1868.3723768220293,20.6826050420167,8
749.0,425.3466,1862.2963690925267,20.61534453781502,8
751.0,373.69737000000003,1883.5623961457857,20.850756302520903,8
752.0,586.37067,1880.5243922810344,20.81712605042006,8
757.0,476.99583,1901.7904193342931,21.052537815125945,8
761.0,167.10045000000002,1901.7904193342931,21.052537815125945,8
783.0,115.45122,1962.5504966293186,21.725142857142746,8
801.0,501.30135,2005.0825507358363,22.19596638655451,8
807.0,364.5828,2032.4245855185977,22.49863865546207,8
819.0,480.03402000000006,2059.766620301359,22.80131092436963,8
821.0,209.63511,2056.7286164366083,22.767680672268796,8
826.0,628.90533,2062.8046241661104,22.834941176470476,8
884.0,516.4923,2232.932840592181,24.71823529411752,8
893.0,656.24904,2242.046852186435,24.819126050420042,8
904.0,188.36778,2293.6929178872065,25.390840336134325,8
909.0,689.66913,2299.768925616709,25.458100840336005,8
912.0,1746.95925,2284.578906292953,25.28994957983181,1
940.0,1753.03563,2363.567006776486,26.16433613445365,1
942.0,1835.0667600000002,2366.605010641237,26.19796638655449,1
955.0,2205.7259400000003,2400.023053153501,26.567899159663735,3
962.0,1871.52504,2412.175068612506,26.702420168067093,3
971.0,1822.9140000000002,2430.403091801014,26.90420168067213,1
976.0,1765.18839,2445.59311112477,27.072352941176334,1
982.0,1850.25771,2463.821134313278,27.274134453781375,3
983.0,1898.86875,2457.7451265837753,27.2068739495797,3
991.0,1737.8446800000002,2475.973149772283,27.408655462184736,1
1552.0,1996.09083,1309.3796657077962,43.08035294117626,1
1553.0,1765.18839,1318.49367730205,43.18124369747878,1
1560.0,1825.9521900000002,1333.6836966258063,43.34939495798297,3
1583.0,1686.1954500000002,1364.063735273319,43.68569747899138,1
1591.0,1655.81355,1394.4437739208317,44.02199999999978,1
1600.0,1704.42459,1403.5577855150855,44.1228907563023,1
1604.0,1901.90694,1424.8238125683442,44.35830252100818,3
1609.0,1856.33409,1418.7478048388418,44.2910420168065,3
1626.0,1704.42459,1449.1278434863545,44.627344537814906,1
1640.0,1674.04269,1482.5458859986184,44.99727731092414,1
1641.0,1892.7923700000001,1470.3938705396133,44.86275630252078,3
1645.0,1628.4698400000002,1485.5838898633697,45.03090756302498,1
1648.0,1765.18839,1506.8499169166284,45.26631932773087,1
1651.0,1540.3623300000002,1488.621893728121,45.064537815125824,1
1652.0,1950.51798,1503.8119130518774,45.23268907563002,1
1654.0,3335.93262,1506.8499169166284,45.26631932773087,2
1664.0,3475.6893600000003,1522.0399362403848,45.434470588235065,2
1667.0,601.5616200000001,1512.925924646131,45.333579831932546,8
1669.0,2056.8546300000003,1522.0399362403848,45.434470588235065,1
1682.0,1440.1020600000002,1558.4959826174002,45.83803361344515,1
1685.0,595.48524,1555.4579787526488,45.80440336134431,8
1693.0,1753.03563,1579.762009670659,46.07344537815103,1
1705.0,495.22497000000004,1594.9520289944153,46.241596638655224,8
1710.0,559.02696,1607.1040444534203,46.37611764705859,8
1713.0,3381.50547,1610.1420483181716,46.40974789915943,2
1714.0,446.61393000000004,1610.1420483181716,46.40974789915943,8
1717.0,182.2914,1616.218056047674,46.47700840336111,8
1726.0,334.20090000000005,1637.484083100933,46.71242016806699,8
1730.0,519.53049,1646.5980946951868,46.81331092436952,8
1732.0,139.75674,1646.5980946951868,46.81331092436952,8
1735.0,3332.8944300000003,1646.5980946951868,46.81331092436952,2
1740.0,1616.31708,1649.636098559938,46.84694117647035,1
1742.0,580.29429,1658.7501101541918,46.94783193277287,8
1748.0,112.41303,1680.0161372074508,47.18324369747876,8
1754.0,498.26316,1689.1301488017045,47.28413445378128,8
1762.0,376.73556,1695.2061565312072,47.351394957982954,8
1763.0,227.86425000000003,1701.2821642607096,47.41865546218464,8
1766.0,164.06226,1710.3961758549633,47.51954621848715,8
1774.0,534.72144,1716.472183584466,47.586806722688834,8
1775.0,3345.0471900000002,1701.2821642607096,47.41865546218464,2
1778.0,88.10751,1722.5481913139683,47.65406722689052,8
1780.0,674.4781800000001,1737.738210637725,47.82221848739472,8
1784.0,206.59692,1737.738210637725,47.82221848739472,8
1786.0,750.43293,1743.8142183672273,47.8894789915964,8
1795.0,151.9095,1759.0042376909837,48.0576302521006,8
1796.0,516.4923,1765.080245420486,48.12489075630228,8
